timestamp,edge_node,edge_node_location,provider,bytes,user_id,user_location,execution_time,subarea
38.57214850235741,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
76.20215207680101,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
79.50284414781987,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,82117,77,"(842, 660)",765,
94.48795899214643,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,74775,87,"(738, 732)",1406,
94.53345979279823,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,79393,96,"(882, 672)",890,
108.83399153011753,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70785,90,"(773, 801)",765,
112.99415254481593,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,80355,71,"(924, 725)",990,
117.85885917813849,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
125.64301743794485,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75591,1,"(777, 836)",843,
154.56275493797557,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
169.6712291843916,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70000,17,"(719, 616)",724,
170.06876354203425,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,82117,77,"(842, 660)",765,
180.0998687566415,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,86732,15,"(712, 837)",1055,
185.20568212440378,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
185.3483151532029,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70723,39,"(726, 848)",802,
190.9702026536921,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,74775,87,"(738, 732)",1406,
198.36140868409274,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,79393,96,"(882, 672)",890,
206.05717782006192,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,71753,99,"(808, 530)",828,
212.40104043891034,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,77355,81,"(865, 920)",1015,
223.04073469077827,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,76312,83,"(839, 520)",753,
224.50573023900543,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
226.56373456743944,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,80355,71,"(924, 725)",990,
229.1486024076635,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70785,90,"(773, 801)",765,
230.90078788225657,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,71498,78,"(826, 533)",810,
234.745302405979,2,"(970, 448)",gbzsorctwyvogyempklfncrvufokfnjg,74368,67,"(975, 601)",798,
246.49601021513405,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,61418,63,"(883, 953)",725,
247.01907278961775,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,65508,28,"(692, 888)",1125,
252.7845081308585,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,82117,77,"(842, 660)",765,
253.83813990583727,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,91218,68,"(995, 864)",953,
264.62908536208397,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
280.59476327330844,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,73099,62,"(783, 963)",862,
287.20636831155906,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,68616,25,"(759, 971)",843,
289.6750118173963,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75591,1,"(777, 836)",843,
291.9278397673555,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,73419,0,"(555, 728)",839,
292.1428358224777,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,72249,61,"(818, 477)",671,
293.98837425863815,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,74775,87,"(738, 732)",1406,
294.22000534554934,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,79393,96,"(882, 672)",890,
295.3137449066181,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,76094,74,"(737, 982)",609,
299.2741901922786,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70923,51,"(701, 942)",796,
303.1078070223101,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,77383,47,"(944, 954)",765,
304.587539579451,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
308.2337866743354,2,"(970, 448)",gbzsorctwyvogyempklfncrvufokfnjg,69425,37,"(957, 485)",906,
312.3410852428172,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,74261,20,"(683, 506)",726,
330.4577000767698,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,82117,77,"(842, 660)",765,
332.54904123955953,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,73609,73,"(702, 449)",781,
332.78052319627346,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70785,90,"(773, 801)",765,
338.89785110841353,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
341.98494031886946,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,80355,71,"(924, 725)",990,
362.13832678358807,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70000,17,"(719, 616)",724,
363.4995407320088,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,86732,15,"(712, 837)",1055,
364.5497201762962,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,83111,75,"(534, 646)",984,
368.8697046581403,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
377.83297874008474,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,79393,96,"(882, 672)",890,
384.42798182341767,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70723,39,"(726, 848)",802,
391.88140746617296,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,68576,85,"(539, 577)",782,
393.1656935818885,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,77251,80,"(479, 800)",734,
394.24497103379775,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,82117,77,"(842, 660)",765,
394.5547178758785,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,74775,87,"(738, 732)",1406,
397.8062315141246,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,65886,89,"(591, 977)",786,
405.05162081711444,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
423.0542684444979,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,72473,48,"(464, 863)",747,
431.8321569878525,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75591,1,"(777, 836)",843,
433.88445368649616,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,73473,54,"(451, 638)",968,
436.7524399873133,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,71753,99,"(808, 530)",828,
440.5219023111889,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,75335,66,"(792, 731)",812,
443.54508024848684,0,"(866, 358)",gbzsorctwyvogyempklfncrvufokfnjg,84641,43,"(960, 351)",838,
445.6406523313511,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,70785,90,"(773, 801)",765,
446.44414286651295,0,"(866, 358)",gbzsorctwyvogyempklfncrvufokfnjg,80718,98,"(886, 324)",707,
447.5902653421231,0,"(866, 358)",gbzsorctwyvogyempklfncrvufokfnjg,74358,49,"(717, 338)",734,
450.50972647527357,0,"(866, 358)",gbzsorctwyvogyempklfncrvufokfnjg,76336,35,"(858, 309)",794,
451.2639093699425,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,80355,71,"(924, 725)",990,
462.18867352910684,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,79393,96,"(882, 672)",890,
465.1281637822714,5,"(804, 553)",gbzsorctwyvogyempklfncrvufokfnjg,77355,81,"(865, 920)",1015,
