timestamp,edge_node,edge_node_location,provider,bytes,user_id,user_location,execution_time,subarea
164654,14,"(5403, 7222)",dwvuenmgxoclebjqxuolmboggnkcragj,80385,21,"(6211, 7622)",1671,3
224187,8,"(3934, 7933)",dwvuenmgxoclebjqxuolmboggnkcragj,65300,55,"(4385, 8529)",781,2
472646,2,"(7376, 6736)",dwvuenmgxoclebjqxuolmboggnkcragj,69221,86,"(7622, 9406)",1546,3
477511,4,"(5569, 1108)",dwvuenmgxoclebjqxuolmboggnkcragj,72106,7,"(5064, 1045)",751,1
479046,5,"(3617, 9475)",dwvuenmgxoclebjqxuolmboggnkcragj,68791,93,"(4217, 9402)",791,2
480702,6,"(1345, 2173)",dwvuenmgxoclebjqxuolmboggnkcragj,71753,99,"(994, 2625)",828,0
619851,19,"(4322, 2207)",dwvuenmgxoclebjqxuolmboggnkcragj,75591,1,"(5511, 1508)",843,1
662209,12,"(871, 8114)",dwvuenmgxoclebjqxuolmboggnkcragj,65353,18,"(61, 8698)",909,2
794024,12,"(871, 8114)",dwvuenmgxoclebjqxuolmboggnkcragj,75582,33,"(2223, 7870)",740,2
818222,19,"(4322, 2207)",dwvuenmgxoclebjqxuolmboggnkcragj,70723,39,"(2078, 429)",802,0
943151,19,"(4322, 2207)",dwvuenmgxoclebjqxuolmboggnkcragj,76357,27,"(3861, 1433)",906,0
974860,10,"(2799, 9523)",dwvuenmgxoclebjqxuolmboggnkcragj,68616,25,"(1817, 8933)",843,2
987312,14,"(5403, 7222)",dwvuenmgxoclebjqxuolmboggnkcragj,82117,77,"(4637, 8761)",765,2
1045046,7,"(411, 5602)",dwvuenmgxoclebjqxuolmboggnkcragj,75263,45,"(197, 5395)",781,2
1121058,15,"(3599, 3218)",dwvuenmgxoclebjqxuolmboggnkcragj,74358,49,"(3627, 2726)",734,0
1331584,18,"(6711, 4771)",dwvuenmgxoclebjqxuolmboggnkcragj,72249,61,"(7292, 4294)",671,1
1357161,7,"(411, 5602)",dwvuenmgxoclebjqxuolmboggnkcragj,61638,59,"(247, 6371)",713,2
1401894,6,"(1345, 2173)",dwvuenmgxoclebjqxuolmboggnkcragj,91218,68,"(1198, 4139)",953,0
1416309,2,"(7376, 6736)",dwvuenmgxoclebjqxuolmboggnkcragj,75205,6,"(9957, 9204)",750,3
1432654,19,"(4322, 2207)",dwvuenmgxoclebjqxuolmboggnkcragj,439,69,"(2092, 1432)",122,0
1495277,3,"(3111, 4613)",dwvuenmgxoclebjqxuolmboggnkcragj,71374,10,"(631, 3521)",777,0
1504898,16,"(5715, 3604)",dwvuenmgxoclebjqxuolmboggnkcragj,61426,95,"(5000, 1951)",728,1
1542549,0,"(4513, 7278)",dwvuenmgxoclebjqxuolmboggnkcragj,80355,71,"(5555, 8779)",990,3
1577420,0,"(4513, 7278)",dwvuenmgxoclebjqxuolmboggnkcragj,73793,5,"(4842, 7221)",796,2
1597298,9,"(376, 1974)",dwvuenmgxoclebjqxuolmboggnkcragj,69986,79,"(1511, 3694)",898,0
1606669,8,"(3934, 7933)",dwvuenmgxoclebjqxuolmboggnkcragj,68354,41,"(3274, 9753)",775,2
1741243,14,"(5403, 7222)",dwvuenmgxoclebjqxuolmboggnkcragj,68833,42,"(4468, 8240)",706,2
1762446,14,"(5403, 7222)",dwvuenmgxoclebjqxuolmboggnkcragj,74775,87,"(5853, 9130)",1406,3
1798635,8,"(3934, 7933)",dwvuenmgxoclebjqxuolmboggnkcragj,65300,55,"(4250.848210221719302819817250, 8349.380657310288596728547258)",781,2
1822840,3,"(3111, 4613)",dwvuenmgxoclebjqxuolmboggnkcragj,86714,32,"(1465, 6179)",900,2
1891975,3,"(3111, 4613)",dwvuenmgxoclebjqxuolmboggnkcragj,72529,16,"(1871, 6039)",1031,2
1961614,10,"(2799, 9523)",dwvuenmgxoclebjqxuolmboggnkcragj,74051,4,"(1798, 6611)",2081,2
1994669,6,"(1345, 2173)",dwvuenmgxoclebjqxuolmboggnkcragj,72938,70,"(1370, 40)",854,0
2031761,3,"(3111, 4613)",dwvuenmgxoclebjqxuolmboggnkcragj,75326,88,"(2208, 7019)",2450,2
2053494,14,"(5403, 7222)",dwvuenmgxoclebjqxuolmboggnkcragj,68791,93,"(4624.916520166136697294623393, 9150.824398693762804394393641)",791,2
2094057,8,"(3934, 7933)",dwvuenmgxoclebjqxuolmboggnkcragj,65508,28,"(2004, 9339)",1125,2
2186564,18,"(6711, 4771)",dwvuenmgxoclebjqxuolmboggnkcragj,75335,66,"(8560, 3320)",812,1
2233603,13,"(7994, 5127)",dwvuenmgxoclebjqxuolmboggnkcragj,77355,81,"(7930, 2161)",1015,1
2236657,10,"(2799, 9523)",dwvuenmgxoclebjqxuolmboggnkcragj,65353,18,"(723.0683888802291524593641114, 8684.354190147241365866866843)",909,2
2238641,8,"(3934, 7933)",dwvuenmgxoclebjqxuolmboggnkcragj,80718,98,"(3248, 9760)",707,2
2255117,2,"(7376, 6736)",dwvuenmgxoclebjqxuolmboggnkcragj,56868,26,"(6085, 9463)",640,3
2368472,7,"(411, 5602)",dwvuenmgxoclebjqxuolmboggnkcragj,75582,33,"(1540.896466419169189443522277, 7463.541045057998078641003001)",740,2
2549308,8,"(3934, 7933)",dwvuenmgxoclebjqxuolmboggnkcragj,68616,25,"(2743.697053880250903967750222, 8630.370540215160936264123531)",843,2
2556638,19,"(4322, 2207)",dwvuenmgxoclebjqxuolmboggnkcragj,84712,58,"(2116, 1164)",750,0
