label,aoi_mean,aoi_calculate_margin_error,total_latency_mean,total_latency_calculate_margin_error,number_of_requests_to_provider_mean,number_of_requests_to_provider_calculate_margin_error,hit_rate_mean,hit_rate_calculate_margin_error,accuracy,neighbor,user_type,caching_mode
v2accuracy-0-N0-standard-cache-mode-mix,36584.36084850359,399.6344255860709,1191.4718639760308,14.077747912398513,155621.13333333333,246.5791957748953,0.1350750461426233,0.0009972923548959,0,0,mix,standard
v2accuracy-0-N0-standard-cache-mode-type,38364.01213052481,398.7167097294065,1195.329685562718,28.174951808314844,155155.96666666667,285.58341052096927,0.1378840441320416,0.0010597392229405,0,0,type,standard
v2accuracy-0-N0-standard-id,34567.80269434753,339.4582851654802,1187.6640808135242,12.134593567705185,156096.93333333332,234.5967178663317,0.1319049712028241,0.0008597663786597,0,0,id,standard
v2accuracy-0-N0-standard-location,40322.89494190319,201.30693576470344,1176.30302517913,27.086047323439917,154458.46666666667,181.06280017454864,0.1418930948338476,0.0005518180316569,0,0,location,standard
v2accuracy-0-N0-standard-mix,36584.36084850359,399.6344255860709,1191.4718639760308,14.077747912398513,155621.13333333333,246.5791957748953,0.1350750461426233,0.0009972923548959,0,0,mix,standard
v2accuracy-0-N0-standard-type,38364.01213052481,398.7167097294065,1195.329685562718,28.174951808314844,155155.96666666667,285.58341052096927,0.1378840441320416,0.0010597392229405,0,0,type,standard
v2accuracy-0-N1-standard-cache-mode-id,39240.07098769073,319.1242099759878,1186.4518681928014,11.369685759132205,154099.06666666668,162.1274537592451,0.144254829161848,0.0006607198855758,0,1,id,standard
v2accuracy-0-N1-standard-cache-mode-location,42654.95671696386,220.5276540528855,1171.209194113272,20.855062406121693,153218.76666666666,183.8525801058281,0.1490133837896432,0.0005680993731738,0,1,location,standard
v2accuracy-0-N1-standard-cache-mode-mix,40186.14543868674,294.128696447411,1168.8679387409256,15.510928368464535,153906.46666666667,240.04583070301555,0.1451178187762683,0.0008104164128976,0,1,mix,standard
v2accuracy-0-N1-standard-cache-mode-type,41494.65002823886,280.09205184112835,1199.7517853444172,41.34370187094348,153649.3,235.0176276871129,0.1467292331755778,0.0007824518139004,0,1,type,standard
v2accuracy-0-N1-standard-id,39240.07098769073,319.1242099759878,1186.4518681928014,11.369685759132205,154099.06666666668,162.1274537592451,0.144254829161848,0.0006607198855758,0,1,id,standard
v2accuracy-0-N1-standard-location,42654.95671696386,220.5276540528855,1171.209194113272,20.855062406121693,153218.76666666666,183.8525801058281,0.1490133837896432,0.0005680993731738,0,1,location,standard
v2accuracy-0-N1-standard-mix,40186.14543868674,294.128696447411,1168.8679387409256,15.510928368464535,153906.46666666667,240.04583070301555,0.1451178187762683,0.0008104164128976,0,1,mix,standard
v2accuracy-0-N1-standard-type,41494.65002823886,280.09205184112835,1199.7517853444172,41.34370187094348,153649.3,235.0176276871129,0.1467292331755778,0.0007824518139004,0,1,type,standard
v2accuracy-0-N2-standard-cache-mode-id,41210.79727426275,392.7908382803127,1188.1207520211112,10.18962806501216,152922.6,208.44147943171316,0.1500402667252753,0.0005322404153024,0,2,id,standard
v2accuracy-0-N2-standard-cache-mode-location,43572.19100321255,276.950263322151,1182.3355695628404,34.76297312257693,152542.66666666666,284.014290296157,0.1522960507368815,0.0006602028174268,0,2,location,standard
v2accuracy-0-N2-standard-cache-mode-mix,41900.53982644996,302.44112220883363,1188.1318145779192,19.11474883334519,152888.1,241.72103364127165,0.1502322780622841,0.0006640535862969,0,2,mix,standard
v2accuracy-0-N2-standard-cache-mode-type,42932.100718261805,261.9802558769546,1185.9853139216425,27.203932788808626,152747.1,212.0535249916635,0.1513778336172565,0.0006238579046144,0,2,type,standard
v2accuracy-0-N2-standard-id,41210.79727426275,392.7908382803127,1188.1207520211112,10.18962806501216,152922.6,208.44147943171316,0.1500402667252753,0.0005322404153024,0,2,id,standard
v2accuracy-0-N2-standard-location,43572.19100321255,276.950263322151,1182.3355695628404,34.76297312257693,152542.66666666666,284.014290296157,0.1522960507368815,0.0006602028174268,0,2,location,standard
v2accuracy-0-N2-standard-mix,41900.53982644996,302.44112220883363,1188.1318145779192,19.11474883334519,152888.1,241.72103364127165,0.1502322780622841,0.0006640535862969,0,2,mix,standard
v2accuracy-0-N2-standard-type,42932.100718261805,261.9802558769546,1185.9853139216425,27.203932788808626,152747.1,212.0535249916635,0.1513778336172565,0.0006238579046144,0,2,type,standard
v2accuracy-20.0-N0-cooperative-cache-mode-id,123109.0458161426,5228.25261503587,796.2455629950929,24.28328133197616,105313.3,3112.259409922236,0.4329810517416515,0.0176866806887092,20,0,id,cooperative
v2accuracy-20.0-N0-cooperative-cache-mode-location,140273.44436548592,7058.979257194912,719.569936621438,36.95272691685363,94886.43333333332,4313.277586061664,0.4887089783359018,0.0239555242917364,20,0,location,cooperative
v2accuracy-20.0-N0-cooperative-cache-mode-mix,119909.71535086604,6509.791198665777,807.8412514832396,34.31760535497656,106966.13333333332,3936.698235247786,0.4228177620093249,0.0220995448288986,20,0,mix,cooperative
v2accuracy-20.0-N0-cooperative-cache-mode-type,104201.42706130436,6024.540024488109,905.4810227825568,36.31794419613817,116653.8,3645.2813911558665,0.3681128408303275,0.0203684445853603,20,0,type,cooperative
v2accuracy-20.0-N0-cooperative-id,123109.0458161426,5228.25261503587,796.2455629950929,24.28328133197616,105313.3,3112.259409922236,0.4329810517416515,0.0176866806887092,20,0,id,cooperative
v2accuracy-20.0-N0-cooperative-location,140273.44436548592,7058.979257194912,719.569936621438,36.95272691685363,94886.43333333332,4313.277586061664,0.4887089783359018,0.0239555242917364,20,0,location,cooperative
v2accuracy-20.0-N0-cooperative-mix,119909.71535086604,6509.791198665777,807.8412514832396,34.31760535497656,106966.13333333332,3936.698235247786,0.4228177620093249,0.0220995448288986,20,0,mix,cooperative
v2accuracy-20.0-N0-cooperative-type,104201.42706130436,6024.540024488109,905.4810227825568,36.31794419613817,116653.8,3645.2813911558665,0.3681128408303275,0.0203684445853603,20,0,type,cooperative
v2accuracy-20.0-N0-standard-cache-mode-id,176470.3348850704,3471.421582463964,446.6126189388097,12.999957654623309,73110.66666666667,2027.1102803701583,0.6844705039261544,0.0089221682781124,20,0,id,standard
v2accuracy-20.0-N0-standard-cache-mode-location,220589.5642274996,1632.9693735720048,289.175280917366,7.267674606475088,46025.066666666666,956.4412828746946,0.8002106060653343,0.0042028650006205,20,0,location,standard
v2accuracy-20.0-N0-standard-cache-mode-mix,191447.3047881467,2932.4341297760466,390.397700224488,9.979325379054004,63822.86666666667,1722.2012881558455,0.7240449239264461,0.0075026069890917,20,0,mix,standard
v2accuracy-20.0-N0-standard-cache-mode-type,206778.31440985997,2781.0716554815467,339.58042401441503,11.566067811302196,54571.13333333333,1648.4024979185076,0.763696021932658,0.0072183626393756,20,0,type,standard
v2accuracy-20.0-N0-standard-id,176470.3348850704,3471.421582463964,446.6126189388097,12.999957654623309,73110.66666666667,2027.1102803701583,0.6844705039261544,0.0089221682781124,20,0,id,standard
v2accuracy-20.0-N0-standard-location,220589.5642274996,1632.9693735720048,289.175280917366,7.267674606475088,46025.066666666666,956.4412828746946,0.8002106060653343,0.0042028650006205,20,0,location,standard
v2accuracy-20.0-N0-standard-mix,191447.3047881467,2932.4341297760466,390.397700224488,9.979325379054004,63822.86666666667,1722.2012881558455,0.7240449239264461,0.0075026069890917,20,0,mix,standard
v2accuracy-20.0-N0-standard-type,206778.31440985997,2781.0716554815467,339.58042401441503,11.566067811302196,54571.13333333333,1648.4024979185076,0.763696021932658,0.0072183626393756,20,0,type,standard
v2accuracy-20.0-N1-cooperative-cache-mode-id,130840.1133623983,4360.092216476656,763.4419079568522,20.33208991831934,100355.7,2695.254564700694,0.4600041267310268,0.0150138776592674,20,1,id,cooperative
v2accuracy-20.0-N1-cooperative-cache-mode-location,148621.2107577626,7118.716086016932,687.7205902430035,37.29377066179971,89463.76666666666,4343.456392031977,0.5189062628674611,0.0242055656711106,20,1,location,cooperative
v2accuracy-20.0-N1-cooperative-cache-mode-mix,130902.79215122946,4926.075387708609,765.9226158563147,25.444475644430245,100207.56666666668,3009.434887034868,0.4606087686122121,0.0166825416932353,20,1,mix,cooperative
v2accuracy-20.0-N1-cooperative-cache-mode-type,121452.79836838885,5186.940035867318,811.9477797069701,25.030278451289437,105717.76666666666,3125.9312259525345,0.4285388499058182,0.017618939354906,20,1,type,cooperative
v2accuracy-20.0-N1-cooperative-id,130840.1133623983,4360.092216476656,763.4419079568522,20.33208991831934,100355.7,2695.254564700694,0.4600041267310268,0.0150138776592674,20,1,id,cooperative
v2accuracy-20.0-N1-cooperative-location,148621.2107577626,7118.716086016932,687.7205902430035,37.29377066179971,89463.76666666666,4343.456392031977,0.5189062628674611,0.0242055656711106,20,1,location,cooperative
v2accuracy-20.0-N1-cooperative-mix,130902.79215122946,4926.075387708609,765.9226158563147,25.444475644430245,100207.56666666668,3009.434887034868,0.4606087686122121,0.0166825416932353,20,1,mix,cooperative
v2accuracy-20.0-N1-cooperative-type,121452.79836838885,5186.940035867318,811.9477797069701,25.030278451289437,105717.76666666666,3125.9312259525345,0.4285388499058182,0.017618939354906,20,1,type,cooperative
v2accuracy-20.0-N1-standard-cache-mode-id,209008.432749603,2504.883364108181,297.1409315038844,12.215080759466463,52730.73333333333,1534.5981066455115,0.7973687383399192,0.008177099546272,20,1,id,standard
v2accuracy-20.0-N1-standard-cache-mode-location,237946.85242339253,1235.2423045027854,207.62961061710425,5.645948974858856,34664.36666666667,702.432141538943,0.8625841574470211,0.0035199937395472,20,1,location,standard
v2accuracy-20.0-N1-standard-cache-mode-mix,216224.28645887267,1917.651970207022,272.8030163815234,7.816446979799151,47854.0,1183.7610029208342,0.8134530091362542,0.0056804744479272,20,1,mix,standard
v2accuracy-20.0-N1-standard-cache-mode-type,229364.77755707825,1573.7865441556412,229.4410633356536,7.788866874571963,39597.23333333333,1034.1346530427936,0.8462584900529109,0.0055854656907002,20,1,type,standard
v2accuracy-20.0-N1-standard-id,209008.432749603,2504.883364108181,297.1409315038844,12.215080759466463,52730.73333333333,1534.5981066455115,0.7973687383399192,0.008177099546272,20,1,id,standard
v2accuracy-20.0-N1-standard-location,237946.85242339253,1235.2423045027854,207.62961061710425,5.645948974858856,34664.36666666667,702.432141538943,0.8625841574470211,0.0035199937395472,20,1,location,standard
v2accuracy-20.0-N1-standard-mix,216224.28645887267,1917.651970207022,272.8030163815234,7.816446979799151,47854.0,1183.7610029208342,0.8134530091362542,0.0056804744479272,20,1,mix,standard
v2accuracy-20.0-N1-standard-type,229364.77755707825,1573.7865441556412,229.4410633356536,7.788866874571963,39597.23333333333,1034.1346530427936,0.8462584900529109,0.0055854656907002,20,1,type,standard
v2accuracy-20.0-N2-cooperative-cache-mode-id,139158.22144465343,5158.159189979842,737.7016920903918,24.861427680411182,95243.9,3071.1079016820763,0.4886032782493247,0.0174743917739643,20,2,id,cooperative
v2accuracy-20.0-N2-cooperative-cache-mode-location,166358.7096720241,6326.436908467673,607.8112016771174,30.477756448298116,78349.06666666667,3890.316434430221,0.5806095055779308,0.0214367415241551,20,2,location,cooperative
v2accuracy-20.0-N2-cooperative-cache-mode-mix,141163.5402376201,6503.410064088586,725.9645804509667,31.582701647762708,93684.83333333331,4002.898653911981,0.4966400549136794,0.0223594765058999,20,2,mix,cooperative
v2accuracy-20.0-N2-cooperative-cache-mode-type,141350.7610046704,9995.953230210613,720.1260451178358,47.10479694051166,93401.66666666669,6164.478874380116,0.4975091005843858,0.034417991487104,20,2,type,cooperative
v2accuracy-20.0-N2-cooperative-id,139158.22144465343,5158.159189979842,737.7016920903918,24.861427680411182,95243.9,3071.1079016820763,0.4886032782493247,0.0174743917739643,20,2,id,cooperative
v2accuracy-20.0-N2-cooperative-location,166358.7096720241,6326.436908467673,607.8112016771174,30.477756448298116,78349.06666666667,3890.316434430221,0.5806095055779308,0.0214367415241551,20,2,location,cooperative
v2accuracy-20.0-N2-cooperative-mix,141163.5402376201,6503.410064088586,725.9645804509667,31.582701647762708,93684.83333333331,4002.898653911981,0.4966400549136794,0.0223594765058999,20,2,mix,cooperative
v2accuracy-20.0-N2-cooperative-type,141350.7610046704,9995.953230210613,720.1260451178358,47.10479694051166,93401.66666666669,6164.478874380116,0.4975091005843858,0.034417991487104,20,2,type,cooperative
v2accuracy-20.0-N2-standard-cache-mode-id,229218.51768850445,1974.4140937855027,203.5806777442857,10.358906887200828,39669.2,1197.263053343194,0.8696713257466369,0.006555155711427,20,2,id,standard
v2accuracy-20.0-N2-standard-cache-mode-location,248366.24591784985,1086.8919170636327,155.3235542660197,5.578469734778106,27767.733333333334,680.9548567175841,0.9011959494520234,0.0039313581025543,20,2,location,standard
v2accuracy-20.0-N2-standard-cache-mode-mix,234929.8361773861,2233.2806011165285,187.9256278847856,10.399992259544256,35835.5,1375.116825018319,0.8792058613771876,0.0075959676185323,20,2,mix,standard
v2accuracy-20.0-N2-standard-cache-mode-type,241907.72328375216,1309.8089193968297,167.62644543334054,6.341144772630828,31273.533333333333,760.0881257655236,0.8930489252614404,0.0041542519579541,20,2,type,standard
v2accuracy-20.0-N2-standard-id,229218.51768850445,1974.4140937855027,203.5806777442857,10.358906887200828,39669.2,1197.263053343194,0.8696713257466369,0.006555155711427,20,2,id,standard
v2accuracy-20.0-N2-standard-location,248366.24591784985,1086.8919170636327,155.3235542660197,5.578469734778106,27767.733333333334,680.9548567175841,0.9011959494520234,0.0039313581025543,20,2,location,standard
v2accuracy-20.0-N2-standard-mix,234929.8361773861,2233.2806011165285,187.9256278847856,10.399992259544256,35835.5,1375.116825018319,0.8792058613771876,0.0075959676185323,20,2,mix,standard
v2accuracy-20.0-N2-standard-type,241907.72328375216,1309.8089193968297,167.62644543334054,6.341144772630828,31273.533333333333,760.0881257655236,0.8930489252614404,0.0041542519579541,20,2,type,standard
v2accuracy-40.0-N0-cooperative-cache-mode-id,118126.80154142225,6550.4087573907045,820.5523904395108,30.166180778781328,108070.2,3967.647718666936,0.4186101636978238,0.022251674113972,40,0,id,cooperative
v2accuracy-40.0-N0-cooperative-cache-mode-location,129262.70018768542,6879.1781274311625,775.1266355546338,42.29755562171414,101622.7,4146.585868659708,0.45309226240392,0.0233058454105718,40,0,location,cooperative
v2accuracy-40.0-N0-cooperative-cache-mode-mix,117078.80204235496,7188.001463086315,827.0750221181204,38.99485000590074,108774.76666666666,4366.688440136631,0.4141770875051659,0.024353635349055,40,0,mix,cooperative
v2accuracy-40.0-N0-cooperative-cache-mode-type,109884.9169694826,9141.945094430826,875.7720978346346,48.394745120191246,113144.53333333334,5550.960333168733,0.3887065152318074,0.0312797316132958,40,0,type,cooperative
v2accuracy-40.0-N0-standard-cache-mode-id,210105.57052504053,2597.9258569222934,247.0898510097382,7.0155796136642055,52955.96666666667,1561.4534020863348,0.8310100523171221,0.0050039962667229,40,0,id,standard
v2accuracy-40.0-N0-standard-cache-mode-location,238865.78293653464,1314.5047296377747,171.56930310966408,4.087125533337788,35226.46666666667,758.5358872265127,0.8864909732130328,0.0024750458252753,40,0,location,standard
v2accuracy-40.0-N0-standard-cache-mode-mix,220072.9010618268,2852.906056549916,220.1468171610828,8.194903649608696,46489.63333333333,1700.6157186395335,0.8510610934392646,0.0054606878346125,40,0,mix,standard
v2accuracy-40.0-N0-standard-cache-mode-type,228946.9475228841,1909.518380362596,196.7963733328288,5.017827784070459,41107.0,1147.0516320913916,0.8680265631551166,0.0037037049551205,40,0,type,standard
v2accuracy-40.0-N1-cooperative-cache-mode-id,132467.8249921055,9163.744877209234,758.0161388342478,44.69827499274158,99156.53333333334,5551.453972419974,0.4676736349067729,0.0311799066445859,40,1,id,cooperative
v2accuracy-40.0-N1-cooperative-cache-mode-location,147391.6227818881,7416.672557131991,689.2814193733735,34.94874792765467,90279.0,4508.340978488325,0.5159397893060513,0.0251162519741795,40,1,location,cooperative
v2accuracy-40.0-N1-cooperative-cache-mode-mix,132547.42819842676,7762.502275863131,765.2416172143727,41.03406957554032,99059.76666666666,4768.378725056856,0.4678266419553458,0.0265976583091326,40,1,mix,cooperative
v2accuracy-40.0-N1-cooperative-cache-mode-type,127331.18690929124,10465.621649989704,794.1675078529912,58.831946358419486,102283.63333333332,6396.897866193349,0.4494056242539698,0.0357592031673755,40,1,type,cooperative
v2accuracy-40.0-N1-standard-cache-mode-id,232424.16352889908,1709.211864205722,140.70157750362384,6.421010782119855,38246.23333333333,1062.5831491389988,0.9118559004075556,0.0046235036593688,40,1,id,standard
v2accuracy-40.0-N1-standard-cache-mode-location,251075.91535896072,1244.1843831701233,116.96711946063192,3.046284218395057,27196.4,659.1326313891262,0.9292678950483324,0.0020595249320426,40,1,location,standard
v2accuracy-40.0-N1-standard-cache-mode-mix,237359.94964438077,1538.2958908959376,134.70105510865974,4.994291590532479,35023.933333333334,846.2129588705684,0.9151041512077942,0.0034944285208211,40,1,mix,standard
v2accuracy-40.0-N1-standard-cache-mode-type,244096.4268409865,1175.8450736500963,123.1094486797862,2.9799925895904265,31010.43333333333,654.8031525237021,0.9243835159962844,0.0022000706830562,40,1,type,standard
v2accuracy-40.0-N2-standard-cache-mode-id,244061.60793903063,2089.3060111190725,87.70490290794501,11.408656455761315,30616.53846153846,1325.64562060674,0.9513458467436646,0.0084352103790138,40,2,id,standard
v2accuracy-40.0-N2-standard-cache-mode-mix,246847.92990337888,1245.5505240074745,87.28724805538381,4.739260937583305,28586.233333333334,708.9719472448277,0.9514549690030332,0.0035667991713039,40,2,mix,standard
v3accuracy-0-N0-standard-cache-mode-mix,36844.97809256,1783.6692033622155,1177.394604184661,29.786119145197038,155325.33333333334,845.22967444178,0.1357530432200927,0.0040375620553974,0,0,mix,standard
v3acuracy-20.0-N0-cooperative-cache-mode-id,239037.15049445632,3104.440714236902,336.2671432317832,10.316743399554268,49610.26666666667,1181.450482538413,0.7709422525599327,0.006775970958769,0,0,id,cooperative
v3acuracy-20.0-N0-cooperative-cache-mode-location,322012.0876809254,6531.704803437957,226.2347861140623,6.421362693862647,33646.36666666667,696.8328304069237,0.8509432149461914,0.0038308874354312,0,0,location,cooperative
v3acuracy-20.0-N0-cooperative-cache-mode-mix,269686.0946770108,3977.132265398932,295.0131674522081,9.963726779274968,43578.76666666667,1115.067778911947,0.8001041028865691,0.0063066656842467,0,0,mix,cooperative
v3acuracy-20.0-N0-cooperative-cache-mode-type,317170.30763034994,7012.344832062159,257.33092188856887,7.712575869360205,37272.13333333333,1019.0272780278924,0.8295131071748095,0.0056975783629086,0,0,type,cooperative
v3acuracy-20.0-N1-cooperative-cache-mode-id,251072.35872821277,4305.873868361908,288.88251170250635,12.916924515680511,43342.95652173913,1499.3354144941234,0.8057137294406058,0.0085308922074212,0,1,id,cooperative
v3acuracy-20.0-N1-cooperative-cache-mode-mix,278588.7154796022,3589.9374302147585,263.6263737684952,9.971312228565909,38871.46666666667,1134.47117639592,0.8264502775999442,0.0064512283473535,0,1,mix,cooperative
