timestamp,edge_node,edge_node_location,provider,bytes,user_id,user_location,execution_time,subarea
200.42626604194777,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
338.07229478267556,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
425.83159573289873,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
498.14163439074366,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,84988,3,"(123, 755)",1240,
537.0593335605275,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,75591,1,"(697, 238)",843,
539.893179836729,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73419,0,"(826, 419)",839,
597.6148142957165,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,74051,4,"(872, 373)",2081,
657.6250909690461,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
678.37924489148,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
874.3921203877883,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
1044.8687463867873,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
1076.5666916326513,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
1118.1693609554877,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,84988,3,"(123, 755)",1240,
1134.4922125465455,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73419,0,"(826, 419)",839,
1188.1594069218186,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,75591,1,"(697, 238)",843,
1253.637867141335,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
1305.2919489137462,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,74051,4,"(872, 373)",2081,
1425.289399107836,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
1489.8556817055837,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
1701.006131974032,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,84988,3,"(123, 755)",1240,
1713.9432505340355,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73419,0,"(826, 419)",839,
1731.073378637376,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
1745.6220997407431,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
1893.5208602934117,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,74051,4,"(872, 373)",2081,
1926.1098735997746,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
1974.3218116705286,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,75591,1,"(697, 238)",843,
2113.8111150919,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
2126.157208060226,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
2219.417100848828,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,84988,3,"(123, 755)",1240,
2257.306677842206,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73419,0,"(826, 419)",839,
2354.471936845173,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
2443.406963189129,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
2552.1352571325756,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,74051,4,"(872, 373)",2081,
2598.4920089937013,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
2668.2602480154083,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,75591,1,"(697, 238)",843,
2745.8365268412545,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,84988,3,"(123, 755)",1240,
2762.0708228367785,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73419,0,"(826, 419)",839,
2801.4924729452687,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
2839.2552249434557,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
3066.763691016875,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
3103.70939584207,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,74051,4,"(872, 373)",2081,
3133.5841923371568,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
3258.8995821162794,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
3321.9647427011405,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73419,0,"(826, 419)",839,
3336.086876020738,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,84988,3,"(123, 755)",1240,
3342.197977665528,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,75591,1,"(697, 238)",843,
3427.818456025675,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,73793,5,"(346, 668)",796,
3459.208859825312,0,"(593, 358)",kxkkvfilbtefatotakgrrhgwvrzdygez,66752,2,"(612, 634)",779,
